model,DV,layer,b_prag,p_prag,b_sim,p_sim,b_mult,p_mult,b_mult_sd,p_mult_sd,R2,n
DeepSeek,caa_per_layer_cosine,18,0.44760012364164004,0.10536886322407693,-0.01371482346694658,0.9431999115549698,0.0898011073668403,0.30874282207786696,-0.22620833648137534,0.3166478686751597,0.2590703458937291,45
DeepSeek,caa_per_layer_cosine,19,0.4563012784571049,0.11524654290808567,-0.06899552799089992,0.717165442639264,0.09100408283237707,0.22377949316448353,-0.26564312589244765,0.2332309176063495,0.24901441365274202,45
DeepSeek,caa_per_layer_cosine,20,0.45622353316064235,0.12551943715793415,-0.09459250329454821,0.6203434832163914,0.10707514845004161,0.11010655259484495,-0.3297284170331885,0.11423575597852606,0.279661338196013,45
DeepSeek,caa_per_layer_cosine,21,0.45178192606392475,0.13036223198548327,-0.0888798007411607,0.6360407248572186,0.12785885620056753,0.08662860034685671,-0.3189271198081918,0.1299421745741848,0.2803495659253533,45
DeepSeek,caa_per_layer_cosine,22,0.46933437830680524,0.11780119556689171,-0.10686214419189272,0.5625337266257224,0.15399130144195433,0.036548562740858194,-0.3144096235507632,0.12890196191400594,0.29092612314466415,45
DeepSeek,caa_per_layer_cosine,23,0.49969129661314915,0.084710802685869,-0.12463465883082597,0.48434314644114507,0.13799677326687126,0.05734797834518686,-0.337863940519486,0.09837186702071746,0.31315696631231216,45
DeepSeek,caa_per_layer_cosine,24,0.5201366084920137,0.07474904346587742,-0.17725471430554962,0.32350892789403285,0.12313952551863552,0.07609524872294693,-0.3606924901538946,0.07549111594475386,0.30893725356344104,45
DeepSeek,caa_per_layer_cosine,25,0.524503610436424,0.06405162031658336,-0.19181611928378306,0.27235373231531457,0.18370268650026086,0.02023181523100539,-0.31516312119081413,0.12263302166650873,0.2986914725243903,45
DeepSeek,caa_per_layer_cosine,26,0.5283874044392255,0.07229792173979224,-0.1789554851142876,0.3103192925621453,0.15367008768321924,0.05499722248909824,-0.31495506542757634,0.09216774770648145,0.2935969246449276,45
DeepSeek,caa_per_layer_cosine,27,0.6074090481334319,0.034450507043799636,-0.22616198666486748,0.20248745311132021,0.19906908247110622,0.025183241991705577,-0.25902177243177665,0.1444005173939597,0.3136033893822091,45
DeepSeek,caa_per_layer_cosine,28,0.5636508581288938,0.04884965456912627,-0.16633709539552022,0.34736615008134464,0.18538996113316192,0.08431636821900909,-0.24862891439242849,0.14550343735815685,0.30138496065415055,45
DeepSeek,caa_per_layer_cosine,29,0.5666882873364146,0.051063877747890445,-0.15278019728594366,0.40191050186959165,0.17693355518435458,0.1281527235637826,-0.21154374733233886,0.21122606989675674,0.2885751695691854,45
DeepSeek,caa_per_layer_cosine,30,0.8053713614620939,0.005720112603735946,-0.4681444611963568,0.006652105189949026,0.0829337339798858,0.4329633882246735,-0.1254738702575434,0.5254151305910013,0.2409443870239968,45
DeepSeek,beam_per_layer_cosine,0,0.26482688070666854,0.29929095004650375,-0.1351950066669185,0.507562918984525,0.18076404482582958,0.12974854758471932,-0.3087428483008365,0.16422189207120186,0.18161304010795432,45
DeepSeek,beam_per_layer_cosine,1,0.22169148451754123,0.34402914932805506,-0.11792520116085549,0.49420584319093397,0.09136904197853565,0.3554217498376244,-0.4850008929511204,0.022010524228382955,0.28296705883955287,45
DeepSeek,beam_per_layer_cosine,2,0.1377689590520457,0.6008781027770962,0.11303793555452377,0.530641440936713,0.13491511315682356,0.05716520465711337,-0.42260673552327016,0.00039882034639998214,0.2835466461618976,45
DeepSeek,beam_per_layer_cosine,3,0.14873439326013005,0.5679503193994471,0.10371155992620877,0.5598652841846283,0.13780310819535743,0.05304501934940323,-0.4146095655216093,0.0005181389676362598,0.27856079220427,45
DeepSeek,beam_per_layer_cosine,4,0.16728618964254482,0.5270076736399901,0.08553673217296262,0.6406560891565289,0.13798658027450844,0.05256908935471612,-0.41593497674210467,0.00012986060863296242,0.28032424702192227,45
DeepSeek,beam_per_layer_cosine,5,0.17742862144370664,0.5039452942561744,0.07124792458378776,0.6972669009842161,0.1470654010996423,0.03479109653893228,-0.41482431405117626,6.271801629817829e-05,0.2821215008732423,45
DeepSeek,beam_per_layer_cosine,6,0.19711765227016081,0.4641092786009072,0.05666039939836956,0.76349664718322,0.15461420315502497,0.020216478709762467,-0.39751416295298075,0.00010763916757062215,0.2735121224239949,45
DeepSeek,beam_per_layer_cosine,7,0.2231918792460547,0.43073143425177784,0.025565021749037478,0.8997613348564356,0.1761090979840208,0.015618691548014861,-0.38614785962861736,0.0011225464238457897,0.27383980502529426,45
DeepSeek,beam_per_layer_cosine,8,0.2511498573914897,0.3758090457683847,-0.004652329937963794,0.9816113211232211,0.16832979746748702,0.03877389722262458,-0.38306317415960944,0.004183073604363286,0.26775536694469715,45
DeepSeek,beam_per_layer_cosine,9,0.29557045204965493,0.3039406497808017,-0.042144435569910856,0.8397440741512671,0.17415256820835398,0.057507090728983315,-0.3753114126119554,0.013950050217675376,0.2707452085275428,45
DeepSeek,beam_per_layer_cosine,10,0.3121335326367586,0.27007477391855905,-0.05231499064015009,0.7960704648901507,0.18378973082414005,0.05472003969879303,-0.36707172051494225,0.03010375304785446,0.2734115104924715,45
DeepSeek,beam_per_layer_cosine,11,0.32924550188268886,0.24086257360575103,-0.06628551465533757,0.7436844608036457,0.21334955452578136,0.025327183625120497,-0.35996942448461006,0.03281088988544565,0.28765652655827967,45
DeepSeek,beam_per_layer_cosine,12,0.335563162104224,0.22186076132937682,-0.06543531421460089,0.7410717790505348,0.21090240886441344,0.03865489213868567,-0.3644682610011918,0.03606429833395343,0.2937670687963738,45
DeepSeek,beam_per_layer_cosine,13,0.3368957685472943,0.22433050676326338,-0.06507053103528943,0.7413527899474663,0.23488490934167625,0.020065791953520144,-0.337918469916249,0.04744577808129214,0.2879484378626741,45
DeepSeek,beam_per_layer_cosine,14,0.34157372598021407,0.22144286646259725,-0.07314840574038452,0.7107423291308226,0.2445707132111068,0.01676139781167451,-0.3200691277200978,0.05755955742994722,0.2792837954078373,45
DeepSeek,beam_per_layer_cosine,15,0.35852317309603193,0.20473520564614978,-0.08225500794145685,0.6799872452533529,0.25751397720158636,0.01790469729930583,-0.30985437488878687,0.060830950396236344,0.28555010332089314,45
DeepSeek,beam_per_layer_cosine,16,0.399889051156669,0.1602229480782722,-0.12372130623035922,0.5363224752502117,0.26087560597817006,0.01317152683171314,-0.28589872374388425,0.09133674152081496,0.2756862500896977,45
DeepSeek,beam_per_layer_cosine,17,0.41882276548843406,0.1448308772735803,-0.13854350737481042,0.49092951418762787,0.23066597751115797,0.0310001534595633,-0.2860884628086963,0.08674794129789556,0.26127675553979,45
DeepSeek,beam_per_layer_cosine,18,0.426268295242921,0.13851542089359103,-0.13857784891215458,0.48119508344693307,0.2470826071574885,0.021013736649550523,-0.2812016271012828,0.0712033749992163,0.2725436003946713,45
DeepSeek,beam_per_layer_cosine,19,0.4232414264020202,0.14051834944426628,-0.13652818077667064,0.480559055839085,0.23717620348680993,0.0347104450772824,-0.27835345091812685,0.06659852657037482,0.2635547242950046,45
DeepSeek,beam_per_layer_cosine,20,0.4442219711322458,0.1150798519561319,-0.14952396483368685,0.42269372182161824,0.20555838687336678,0.06309353411251356,-0.26483609320091495,0.048562662860504,0.24345859661875358,45
DeepSeek,beam_per_layer_cosine,21,0.44554272147570845,0.1051907074197524,-0.15616074263605945,0.3892209035034341,0.22563305940098463,0.03479586015664594,-0.2700467258778974,0.05696573825868408,0.2558121665611457,45
DeepSeek,beam_per_layer_cosine,22,0.44535971942413044,0.1019001213391792,-0.1640006771859659,0.3517855339075253,0.2076751785476793,0.055292335880849384,-0.2659675103475929,0.06938415941893475,0.23938629310976123,45
DeepSeek,beam_per_layer_cosine,23,0.43917492889852244,0.09426127416322297,-0.16336116911373816,0.3391481638004604,0.2232526869730913,0.05012498369351606,-0.27199673788365686,0.07321755637253993,0.2486023249554049,45
DeepSeek,beam_per_layer_cosine,24,0.4352389946394572,0.0873985729478418,-0.16638598133551108,0.3280454746179088,0.23149210850757052,0.051828954584784696,-0.29030419028503546,0.09549407392434474,0.2622064979250488,45
DeepSeek,beam_per_layer_cosine,25,0.4290246038095623,0.08469217973396814,-0.17074507713158063,0.31549262074124296,0.2444758199082898,0.04264874977698167,-0.28504431459319723,0.13549529969108556,0.2612246217234845,45
DeepSeek,beam_per_layer_cosine,26,0.41222022383280643,0.09173605329635716,-0.16397110913447235,0.33147967828319036,0.2360034099670051,0.05052888499534311,-0.2946537590648663,0.15505504362831393,0.25607743169000285,45
DeepSeek,beam_per_layer_cosine,27,0.40074977114408933,0.10209098696858213,-0.15945651605130357,0.35836549843957166,0.22046363510250505,0.07307914037724406,-0.28296309040726864,0.20116397617591797,0.23434376642333887,45
DeepSeek,beam_per_layer_cosine,28,0.4023353863350325,0.10156720771637698,-0.1660144483266233,0.34304444550213475,0.22337405683391992,0.07809819345777955,-0.2690646174288007,0.258687367299573,0.22523302019070868,45
DeepSeek,beam_per_layer_cosine,29,0.40463125594544946,0.10218774456348965,-0.1730701092648861,0.31095265612952094,0.22124769115981885,0.0716756141566279,-0.22395714720928891,0.31502949549221926,0.19550216240662588,45
DeepSeek,beam_per_layer_cosine,30,0.5782926178091357,0.02331069089691244,-0.4098953588300755,0.023559831756933294,0.23809875427568084,0.14204663245934726,-0.20132822564818068,0.29393361054508305,0.21163882385839639,45
LLaMA,caa_per_layer_l2,0,,,,,,,,,,45
LLaMA,caa_per_layer_l2,1,0.6968700715667158,0.000879150985330476,-0.4955093011456796,0.005376401998990641,-0.15588471987315605,0.3287978173869338,0.026972425802078585,0.8726211301977977,0.15876183822724643,45
LLaMA,caa_per_layer_l2,2,0.7113896353125575,0.0011247911191084932,-0.5280350172917665,0.0033387341708869863,-0.16383272026242277,0.29898175624802803,0.07344041665371298,0.6691074356684199,0.1708842174181554,45
LLaMA,caa_per_layer_l2,3,0.6785099827915175,0.0018302352807728702,-0.5358193044568018,0.0055463243082005675,-0.16568292653107922,0.375095503469865,0.07105643037642634,0.70266756608012,0.15457618777235882,45
LLaMA,caa_per_layer_l2,4,0.7346951552723273,0.0030690549573355614,-0.6688923860867866,0.0022604218504538084,-0.11916852732592453,0.44830965568736003,0.040614092847203326,0.8066427196050248,0.15224324575769022,45
LLaMA,caa_per_layer_l2,5,0.7442242591599073,0.0007202694841684458,-0.6941032195145649,0.0003922099206258162,-0.11429986143363477,0.43825197483274514,0.06281530084458319,0.7204339553592696,0.15936567339215013,45
LLaMA,caa_per_layer_l2,6,0.7414069444490033,0.0015523011419940479,-0.5844964344401462,0.0016119052024935934,-0.16067017535570896,0.26510418572061956,0.058118066665848005,0.6813805013172538,0.1727533517515798,45
LLaMA,caa_per_layer_l2,7,0.5768851403190054,0.0264764936240372,-0.37668696848476435,0.0625209968275068,-0.18898068982423993,0.2306452336992404,0.01817255755235707,0.8736513018955281,0.13515416418792248,45
LLaMA,caa_per_layer_l2,8,0.45678696292163057,0.13299701909534717,-0.455103930102037,0.05783958664109928,-0.12553004485293692,0.40637198700903354,0.14678577689126993,0.21334092375412994,0.1012019119067018,45
LLaMA,caa_per_layer_l2,9,0.07553211950131127,0.7971824911295012,-0.007285737147608398,0.9735719890204894,-0.08512071412473404,0.6109428133915898,-0.01763168496925717,0.8992422558812502,0.011623386265954272,45
LLaMA,caa_per_layer_l2,10,-0.08269240345946546,0.758723754319949,-0.0737679227042781,0.7118111991683238,-0.09897108198188195,0.5352743287294724,-0.008195520765632569,0.9588867674659668,0.03233478815419888,45
LLaMA,caa_per_layer_l2,11,-0.3033496087507992,0.2683287230284962,-0.03933487731369334,0.8481482106530447,-0.12840356209363119,0.38071174983725686,0.03819540095280007,0.7571482996809475,0.134634626614475,45
LLaMA,caa_per_layer_l2,12,-0.4797142121924951,0.04458332416343138,0.03665136413947198,0.8337114115302269,-0.0697267338207632,0.5797419743724628,0.06325007624892895,0.6298456141970237,0.21196928210371657,45
LLaMA,caa_per_layer_l2,13,-0.5796703300177417,0.013472604471565737,0.01077495522770186,0.9525362039315136,0.006969742926569461,0.9126727712247109,0.1483348488450169,0.29886516598332546,0.3468351828684153,45
LLaMA,caa_per_layer_l2,14,-0.5971237853835188,0.0027533153735770782,-0.011761459626098814,0.9398544296732432,0.07318056193370193,0.3408524851643324,0.16456545362970332,0.27912568437847796,0.39542060239302934,45
LLaMA,caa_per_layer_l2,15,-0.5551512785270467,0.004590114632297495,-0.03806190210695526,0.8166587959291662,0.0436774251306859,0.7455980724316278,0.09961614402412527,0.5170614373375021,0.35602350718962594,45
LLaMA,caa_per_layer_l2,16,-0.43557545963503824,0.02445269116757711,-0.052022821630885674,0.7856681704124859,0.061138518136600976,0.7216400507999223,0.08702918279151198,0.6120684158168485,0.24047541164297115,45
LLaMA,caa_per_layer_l2,17,-0.41320751545652123,0.04668398991534392,0.09124100676395142,0.6457252017943638,0.09010125467713548,0.655269682171427,0.09533509506162846,0.6128604883397168,0.12660752078797677,45
LLaMA,caa_per_layer_l2,18,-0.3097584819910184,0.13491849910360781,0.0363792940445094,0.8597071807647503,0.09655942864882637,0.6431392641176612,0.1335204378297217,0.4527757694964881,0.09854046186976295,45
LLaMA,caa_per_layer_l2,19,-0.2615236077962207,0.202370162973723,0.16798679535997052,0.426301911161553,0.04567866040115339,0.8375917391675278,0.15833767306180527,0.39030957411881295,0.043954334626363,45
LLaMA,caa_per_layer_l2,20,-0.26591548542266114,0.19768938926020996,0.180112395781884,0.39779496842139794,0.051405248492001454,0.8192238084733535,0.14189075204581236,0.4282163679427712,0.03920107422577168,45
LLaMA,caa_per_layer_l2,21,-0.2805249841097478,0.16496341603302356,0.25024557037613604,0.2118576895454638,0.040398894421437334,0.8606155243338562,0.13094503127033633,0.4626310351984043,0.03562784802577679,45
LLaMA,caa_per_layer_l2,22,-0.2903709784731814,0.16536918954672208,0.30248671305646047,0.1415718537601426,0.0137826374847674,0.9509843411810402,0.1129278379553826,0.487245660345314,0.035505721073938123,45
LLaMA,caa_per_layer_l2,23,-0.22935920310780114,0.2849989819660773,0.23744525856485865,0.2597550138553546,0.019382841115646744,0.932939206248939,0.13761563400182453,0.4029885653775154,0.03244352762702174,45
LLaMA,caa_per_layer_l2,24,-0.3005995157911687,0.14402914841642306,0.6117366851342043,0.0019019473590726312,0.013885336530047893,0.9422004477518936,0.120572806739038,0.39168046593089845,0.15924439018277114,45
LLaMA,caa_per_layer_l2,25,-0.3182855629115658,0.1105095131562893,0.7451038333500102,0.00011487865654920054,0.0070813466155725535,0.9664092663045241,0.12069600028980138,0.3371902327880446,0.25895826034920333,45
LLaMA,caa_per_layer_l2,26,-0.27590054655390245,0.20099499489050776,0.5966594236323639,0.003991872398116725,-0.006680840907250352,0.9718964334019676,0.14774705139169853,0.2623667403586877,0.16868715089360153,45
LLaMA,caa_per_layer_l2,27,-0.25782647436876244,0.2418428353614145,0.54249622544695,0.010746789156768926,-0.008777670651125904,0.9650265029850147,0.13925158750166627,0.3210270270036354,0.13801607623427126,45
LLaMA,caa_per_layer_l2,28,-0.23116966998735716,0.302694367956328,0.47152231362637964,0.030223924438605332,-0.01151984894816184,0.9550284496864773,0.15423068072038906,0.2771010923235936,0.1113260000926608,45
LLaMA,caa_per_layer_l2,29,-0.19132391262043733,0.40641502426121767,0.4755795662917516,0.03556693559612924,0.006831448692675227,0.972065783950763,0.14972550764351378,0.28919953311434,0.12677653283925894,45
LLaMA,caa_per_layer_l2,30,-0.17110024212853198,0.47438744714735326,0.3878769464241753,0.09527809321071655,0.025775753860811365,0.8986001518755787,0.153266899451102,0.2932270105396796,0.086724439796794,45
LLaMA,caa_per_layer_l2,31,-0.186898651623783,0.4429388982461322,0.3579591161552771,0.12468122389917446,0.040487112106108294,0.8505359802213075,0.16629700592428004,0.2630331091166793,0.07291015341752727,45
LLaMA,caa_per_layer_l2,32,-0.12027841581109132,0.6160738323722723,0.2647806043862958,0.25575855808054826,0.0949064572630813,0.6441816532342105,0.1420389209846286,0.3681123168571204,0.05185858515112152,45
LLaMA,caa_per_layer_cosine,0,,,,,,,,,,45
LLaMA,caa_per_layer_cosine,1,-0.6669688881117124,0.0008869535996120964,0.4763484030923474,0.005547122656018386,0.14001761426492632,0.38781240370736103,-0.054388936971771495,0.7455308107450499,0.14647699488072619,45
LLaMA,caa_per_layer_cosine,2,-0.6778585236958728,0.001270823480890707,0.49920234168706024,0.004030972213391397,0.17477339923917562,0.27096728406137593,-0.07190447952460374,0.6829609293026226,0.16309664117861777,45
LLaMA,caa_per_layer_cosine,3,-0.655013302398646,0.0023279193860653888,0.5197134523954348,0.005966259816924497,0.18393083342279903,0.3341100486154782,-0.06402128869552372,0.7336481893111073,0.15184577923298181,45
LLaMA,caa_per_layer_cosine,4,-0.709247753839542,0.0040817698662183625,0.6453930141013116,0.002838156576945649,0.14665907730404765,0.34811651171595825,-0.03785461163813776,0.8145420252996949,0.15054042884341257,45
LLaMA,caa_per_layer_cosine,5,-0.7145487829735937,0.00081414632838286,0.668166940740028,0.00047574711817671884,0.1247506566304071,0.4491420914145514,-0.09328799678523675,0.5871423163019587,0.1581190085886639,45
LLaMA,caa_per_layer_cosine,6,-0.7345759987275051,0.001090332254242451,0.5799780283176621,0.0013491129182993603,0.14475668960997745,0.2950883786359645,-0.0601800250917828,0.6826858959250076,0.1651798058965881,45
LLaMA,caa_per_layer_cosine,7,-0.5749317399299341,0.024171580472313672,0.3783156850056082,0.06150851873181991,0.1598622413278145,0.2955671311237954,0.003223144051938659,0.9781676154685591,0.12137167624396994,45
LLaMA,caa_per_layer_cosine,8,-0.4573571952680917,0.12855364090313154,0.4572903785492033,0.057080629591070846,0.163683866785451,0.2844682543667959,-0.08581725450493466,0.4962497602230599,0.09623762747541453,45
LLaMA,caa_per_layer_cosine,9,-0.0612041161719966,0.8316518725037589,-0.006464270758835367,0.976732327205604,0.12042300490002582,0.4680833259510834,0.005767686673640474,0.9689920946055992,0.01866903748809945,45
LLaMA,caa_per_layer_cosine,10,0.09480759425670207,0.7275031882979364,0.08605947841359732,0.6769660308848281,0.17626542859679412,0.24239231035673037,0.05230203602756782,0.7167691061082544,0.05984480066082143,45
LLaMA,caa_per_layer_cosine,11,0.3232839520993358,0.22312414712122453,0.04080490475061828,0.8448614153045453,0.21338182196218125,0.12454508469718849,-0.00343381258281972,0.9756330138537227,0.1749822461993482,45
LLaMA,caa_per_layer_cosine,12,0.49844169799548343,0.03311751179542859,-0.0326519672090448,0.8548315131813455,0.1730975432163035,0.14920302439672384,-0.03772178779374178,0.7576066979099062,0.25584209351180887,45
LLaMA,caa_per_layer_cosine,13,0.5763381722238339,0.013342401503987278,-0.0025896514320790653,0.9885553313228335,0.09941650212439128,0.20308064747156662,-0.12682119177065285,0.38250966331441905,0.36172999676092243,45
LLaMA,caa_per_layer_cosine,14,0.5989738668133497,0.0044006064522707335,0.03452192019259892,0.8310390575858586,0.05343254503894897,0.5619656997528353,-0.12327558367129318,0.3924030241640557,0.41714136727879725,45
LLaMA,caa_per_layer_cosine,15,0.5592385804400248,0.006263618693543368,0.0809196572047653,0.622863230222267,0.022144076208148983,0.8606644160587309,-0.06963363863486725,0.6254655219873654,0.4039553273344262,45
LLaMA,caa_per_layer_cosine,16,0.4316856392484064,0.02531876642328111,0.12394597000446778,0.5129653815620785,-0.005912105378118423,0.9684692331685956,-0.09625150575599427,0.544728219220316,0.30362655946885,45
LLaMA,caa_per_layer_cosine,17,0.40241076387547636,0.050460738002795706,0.008657573656058903,0.9661673897885675,-0.06540103351322148,0.7114988647365765,-0.09647831941569548,0.5865565969633774,0.17854957749397316,45
LLaMA,caa_per_layer_cosine,18,0.303561442394405,0.1313496612002425,0.06108176934909512,0.7665156194542859,-0.058337404576458744,0.7541031769611044,-0.13288447372254777,0.45853208142836077,0.1453322152922839,45
LLaMA,caa_per_layer_cosine,19,0.25254333890241915,0.20481157519953186,-0.025698974237177846,0.9031526744435819,-0.009323822139630619,0.9620411613024216,-0.16057763252308405,0.375407811185991,0.07830917975302143,45
LLaMA,caa_per_layer_cosine,20,0.2550582476165846,0.20934250804258647,-0.046863002866418785,0.8295950122899561,-0.014505416094419434,0.9432813434586735,-0.1416064347633829,0.4135628639707537,0.06575534804917849,45
LLaMA,caa_per_layer_cosine,21,0.28986683979163347,0.15394376175354527,-0.13410101916009481,0.5238345485696596,0.0030143718000510897,0.988724078314401,-0.122763224293492,0.4742401611962931,0.0497825508734735,45
LLaMA,caa_per_layer_cosine,22,0.2899832139689396,0.16606861636530212,-0.19367881863416714,0.370817040613277,0.011072444540022236,0.9574139664330988,-0.1047266608904807,0.5131120342387028,0.03575499225132717,45
LLaMA,caa_per_layer_cosine,23,0.22537079487496497,0.2785584095070006,-0.14297302765236863,0.505375810498576,-0.005771812764678405,0.9779967163496459,-0.12558531173004758,0.44089365926563506,0.030742417629407215,45
LLaMA,caa_per_layer_cosine,24,0.2876816784618683,0.15608304331999356,-0.45716727577936495,0.026532087225212365,-0.008739547169741624,0.9638542833631789,-0.12093396996042198,0.42241038013027743,0.0776165732454962,45
LLaMA,caa_per_layer_cosine,25,0.31693200682896033,0.10198896963514498,-0.6202872879400712,0.0019168336118189544,0.005275675589515846,0.976373347885163,-0.11058511256724612,0.4340212527806464,0.15644748313984802,45
LLaMA,caa_per_layer_cosine,26,0.29113510533914616,0.14437667682835084,-0.49927651046937727,0.015003890506857779,0.014312685600085459,0.9424659540352452,-0.11839087027361614,0.4322120779127693,0.09673479197192014,45
LLaMA,caa_per_layer_cosine,27,0.2718400694410608,0.17574135391325363,-0.47366693041205166,0.02194346916839551,0.02128101228010002,0.9130536444967722,-0.12504023577581352,0.4130832329757407,0.09210705316966206,45
LLaMA,caa_per_layer_cosine,28,0.23482220560135603,0.2556160373867373,-0.39167239301482526,0.06847556673403853,0.01156579748389748,0.9537561876098064,-0.12730080746814382,0.41128219174790603,0.06593502010315688,45
LLaMA,caa_per_layer_cosine,29,0.2100669145055899,0.3162931985757097,-0.41439800209397815,0.05830848467647334,-0.009633277393376778,0.9593017715918634,-0.128686691046298,0.3998826821600997,0.08076945032579608,45
LLaMA,caa_per_layer_cosine,30,0.1722144008877695,0.4394540358425255,-0.30362100590667696,0.19069126601368114,-0.0149163539677191,0.938441674823297,-0.12112798375176888,0.4352047143397504,0.04507521391767477,45
LLaMA,caa_per_layer_cosine,31,0.16488653687263477,0.47495089433571946,-0.24353431146658355,0.3035897123319482,-0.05488281771757271,0.7712595590824916,-0.15362121417521848,0.3118503308258569,0.039260556534708724,45
LLaMA,caa_per_layer_cosine,32,0.13272988463577895,0.5783953634486594,-0.23377639599951278,0.33783194099579306,-0.0788859392483718,0.6664462084946985,-0.13865518823121173,0.353633394452758,0.038484635569312586,45
LLaMA,beam_per_layer_cosine,0,0.459758627296287,0.00045018722055896324,-0.09017677606172611,0.3988533606107836,0.17332728844225098,0.3352074466128616,-0.42049606860846545,0.03923084961492522,0.3901245172395944,45
LLaMA,beam_per_layer_cosine,1,0.4843495222948915,0.0014606264007739388,-0.07255095088646121,0.5454932037546245,0.18537563323292666,0.37585248604545785,-0.3687373091575957,0.03071074460359418,0.3826958923875591,45
LLaMA,beam_per_layer_cosine,2,0.4415244835740332,0.00525022361268734,-0.029384094983035153,0.8220347076132951,0.2145587575542893,0.3554112689944895,-0.30699463395883547,0.06583385832112379,0.345858573495629,45
LLaMA,beam_per_layer_cosine,3,0.45288953432592993,0.00703738670387436,-0.01783195808117652,0.8890325598670553,0.1639225865062032,0.4838068789716147,-0.30204199151619,0.07282340960787269,0.3337807806455102,45
LLaMA,beam_per_layer_cosine,4,0.4076785776079958,0.009732228922667676,0.022104150564168645,0.8677346672097588,0.1298668097366119,0.5687252173606255,-0.3437167195778018,0.02628315011446658,0.33922643222699134,45
LLaMA,beam_per_layer_cosine,5,0.4276114690025229,0.006816851538658004,-0.0051470047113153505,0.9693961982434381,0.1173512605934886,0.594787007696948,-0.31943202157996986,0.0419423881411791,0.313243668986675,45
LLaMA,beam_per_layer_cosine,6,0.432548920425153,0.006766436191344396,-0.015577517170896671,0.8983552736223552,0.1283655139275894,0.5680360891456492,-0.3102898479272932,0.04263797306519451,0.3079288996024915,45
LLaMA,beam_per_layer_cosine,7,0.46044581456486017,0.0071006348117431395,-0.020860924327916613,0.8781193839947179,0.0963901705636373,0.6592125149176729,-0.3081548852381093,0.027142936037771227,0.31458304854929353,45
LLaMA,beam_per_layer_cosine,8,0.47030835483619327,0.005138536560768687,-0.03615264565020382,0.7693128847616906,0.08302138056840397,0.6952592590452922,-0.32739443097870813,0.028407510397983976,0.3203840840545069,45
LLaMA,beam_per_layer_cosine,9,0.48563815366506513,0.0038725188378584455,-0.03304805652382428,0.7826978598181742,0.08648409193202268,0.6759222158408982,-0.3107544625607619,0.018576479590600072,0.3262975015829088,45
LLaMA,beam_per_layer_cosine,10,0.49687305263861636,0.003932187320893049,-0.030307719853493148,0.8078132437983274,0.10896747466145779,0.5831617408075855,-0.3338979424369017,0.005281473254570499,0.3628574009824863,45
LLaMA,beam_per_layer_cosine,11,0.48752397165478567,0.005292568942660513,-0.008709201659849286,0.9456469701293111,0.09500866983553444,0.6140338271187096,-0.3384238537406865,0.0036225832751947532,0.3697054938101598,45
LLaMA,beam_per_layer_cosine,12,0.45689589605352504,0.00818282433218753,0.014599289186683434,0.9118107531166951,0.11307132333525574,0.5343563139558705,-0.3474938476405892,0.0021518177002511386,0.37334834067707245,45
LLaMA,beam_per_layer_cosine,13,0.47330054474208405,0.0055942784819955635,0.0005614412858955531,0.9965972952202178,0.11757877920805429,0.5198146002532524,-0.34348245105516606,0.0014575030082691488,0.3760805567754957,45
LLaMA,beam_per_layer_cosine,14,0.4493123867337857,0.0073198254528884,0.03225331968809103,0.8100551361778288,0.1076539056183049,0.5215401546314522,-0.35219212757270446,0.0005905146821045874,0.3822986417639873,45
LLaMA,beam_per_layer_cosine,15,0.4591531144098961,0.009301311851469584,0.01593899783458602,0.9061633948560399,0.07184386966725556,0.6419351105256368,-0.3437396586513958,0.0016808095076113866,0.35920739502121224,45
LLaMA,beam_per_layer_cosine,16,0.46191308377570595,0.010449733834189396,0.017012496704616964,0.8973997361506251,0.06815437760403842,0.6779807273144294,-0.37722948377422183,0.0003267606972205191,0.3868479986018236,45
LLaMA,beam_per_layer_cosine,17,0.4522279652209078,0.008578824484867952,0.021942631220380537,0.8630471296247526,0.09408862897901234,0.5532680675347588,-0.38150296036788256,0.00024288438751094173,0.3942148363268283,45
LLaMA,beam_per_layer_cosine,18,0.4823024743495586,0.0059418080794371875,0.0165325887412405,0.8971446211258229,0.0865203867363917,0.6165009562779729,-0.35702096363218694,0.0003671959631501853,0.396826416873575,45
LLaMA,beam_per_layer_cosine,19,0.46155548786197,0.006324073709087061,0.02294507876272872,0.8540182127287711,0.09179423829625541,0.6078615636999982,-0.3635832591724979,0.0004738077432240666,0.3889279319442823,45
LLaMA,beam_per_layer_cosine,20,0.4773647459837975,0.0040177614895551,0.029987101382726866,0.8055927478575844,0.08931429186173698,0.6254077596347194,-0.3612509340465695,0.00016052518390190736,0.40792627879384935,45
LLaMA,beam_per_layer_cosine,21,0.4667382022519495,0.003949610790447292,0.019324994725938488,0.8688847983257272,0.07675472023931529,0.6778769085432241,-0.36757424790477583,0.00016793283847047383,0.38871150615416317,45
LLaMA,beam_per_layer_cosine,22,0.48543869874234263,0.003407051106411597,0.02152587801835512,0.8534481100684048,0.08519403904949302,0.607458455596804,-0.3772720883318371,0.00014806341859106603,0.4196059248225712,45
LLaMA,beam_per_layer_cosine,23,0.47880193777188684,0.0027551672351963053,0.018676091457196342,0.8682579138964823,0.11121886131191537,0.5093436344713522,-0.38557783667406276,0.0003707535464812588,0.42718934851756907,45
